source_event_id,customer_id,full_name,national_id,date_of_birth,gender,marital_status,employment_status,monthly_income,branch_code,segment,onboarded_at,kyc_status,risk_rating,payload
EV-CUST-C07901,C07901,Customer 07901,NID21050827,1970-05-25,male,single,self-employed,405813.30,KSM-020,sme,2019-10-15T00:00:00+00:00,verified,high,{}
EV-CUST-C07902,C07902,Customer 07902,NID18165618,1974-10-24,female,single,self-employed,58916.72,NBO-002,retail,2022-03-26T00:00:00+00:00,verified,low,{}
EV-CUST-C07903,C07903,Customer 07903,NID29948717,1994-02-13,male,married,employed,336878.26,MSA-010,sme,2020-04-01T00:00:00+00:00,verified,medium,{}
EV-CUST-C07904,C07904,Customer 07904,NID25588194,1998-02-02,male,divorced,self-employed,44106.96,NBO-003,retail,2018-09-26T00:00:00+00:00,verified,low,{}
EV-CUST-C07905,C07905,Customer 07905,NID17514930,1984-04-24,male,divorced,self-employed,18562.43,ELD-030,retail,2024-08-15T00:00:00+00:00,pending,high,{}
EV-CUST-C07906,C07906,Customer 07906,NID13106328,1970-07-25,female,divorced,business-owner,23802.95,NBO-002,retail,2021-04-26T00:00:00+00:00,verified,low,{}
EV-CUST-C07907,C07907,Customer 07907,NID12158117,1998-12-03,female,divorced,business-owner,649598.54,NBO-003,sme,2018-07-11T00:00:00+00:00,verified,low,{}
EV-CUST-C07908,C07908,Customer 07908,NID15885231,1979-02-14,female,single,employed,60637.15,NBO-003,retail,2022-12-20T00:00:00+00:00,pending,low,{}
EV-CUST-C07909,C07909,Customer 07909,NID13164309,1968-07-02,male,divorced,business-owner,2110724.72,ELD-030,corp,2020-02-18T00:00:00+00:00,verified,low,{}
EV-CUST-C07910,C07910,Customer 07910,NID10535004,1962-11-03,female,single,business-owner,83719.14,MSA-010,retail,2024-08-18T00:00:00+00:00,verified,low,{}
EV-CUST-C07911,C07911,Customer 07911,NID36487014,1966-03-16,male,single,unemployed,619864.77,NKR-040,sme,2025-09-09T00:00:00+00:00,verified,high,{}
EV-CUST-C07912,C07912,Customer 07912,NID21949215,1969-11-25,female,single,self-employed,78588.31,MSA-010,retail,2025-05-18T00:00:00+00:00,verified,low,{}
EV-CUST-C07913,C07913,Customer 07913,NID28966804,1978-09-15,male,single,employed,29218.33,ELD-030,retail,2024-03-03T00:00:00+00:00,pending,low,{}
EV-CUST-C07914,C07914,Customer 07914,NID23575125,1997-12-01,male,single,business-owner,715314.65,NBO-002,sme,2019-03-28T00:00:00+00:00,verified,low,{}
EV-CUST-C07915,C07915,Customer 07915,NID39812450,1997-10-28,male,divorced,self-employed,16203.94,ELD-030,retail,2019-05-16T00:00:00+00:00,verified,low,{}
EV-CUST-C07916,C07916,Customer 07916,NID13174664,1969-04-22,male,married,unemployed,72723.52,KSM-020,retail,2025-10-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C07917,C07917,Customer 07917,NID13063745,1995-04-06,female,divorced,unemployed,85265.59,MSA-010,retail,2022-02-03T00:00:00+00:00,pending,high,{}
EV-CUST-C07918,C07918,Customer 07918,NID21671008,1998-01-19,male,married,employed,54387.33,NKR-040,retail,2022-10-28T00:00:00+00:00,verified,low,{}
EV-CUST-C07919,C07919,Customer 07919,NID27932509,1970-12-06,female,married,self-employed,67820.19,NKR-040,retail,2025-08-06T00:00:00+00:00,verified,low,{}
EV-CUST-C07920,C07920,Customer 07920,NID17378550,1962-01-27,male,divorced,business-owner,311135.85,ELD-030,sme,2022-08-02T00:00:00+00:00,pending,low,{}
EV-CUST-C07921,C07921,Customer 07921,NID35938170,1972-04-27,female,single,business-owner,335135.94,MSA-010,sme,2023-09-27T00:00:00+00:00,verified,low,{}
EV-CUST-C07922,C07922,Customer 07922,NID16641778,1980-01-09,female,single,self-employed,694150.90,NBO-003,sme,2021-08-26T00:00:00+00:00,verified,high,{}
EV-CUST-C07923,C07923,Customer 07923,NID19717630,1966-01-23,female,single,employed,490833.38,KSM-020,sme,2022-08-21T00:00:00+00:00,verified,low,{}
EV-CUST-C07924,C07924,Customer 07924,NID13329708,1990-01-04,male,married,business-owner,67434.52,NBO-002,retail,2025-09-18T00:00:00+00:00,verified,low,{}
EV-CUST-C07925,C07925,Customer 07925,NID30554214,1986-05-04,female,married,unemployed,648891.43,NKR-040,sme,2023-01-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C07926,C07926,Customer 07926,NID11554988,1987-10-25,male,single,business-owner,62640.96,KSM-020,retail,2019-12-06T00:00:00+00:00,verified,low,{}
EV-CUST-C07927,C07927,Customer 07927,NID31924911,1969-07-26,female,divorced,self-employed,2015127.48,NBO-003,corp,2024-02-19T00:00:00+00:00,verified,high,{}
EV-CUST-C07928,C07928,Customer 07928,NID25660440,1972-07-05,male,married,employed,53082.07,ELD-030,retail,2020-08-14T00:00:00+00:00,verified,low,{}
EV-CUST-C07929,C07929,Customer 07929,NID15148116,1967-08-19,male,divorced,self-employed,683058.77,ELD-030,sme,2022-12-14T00:00:00+00:00,verified,low,{}
EV-CUST-C07930,C07930,Customer 07930,NID34794931,1960-08-08,male,single,employed,15172.88,NBO-003,retail,2019-05-09T00:00:00+00:00,verified,low,{}
EV-CUST-C07931,C07931,Customer 07931,NID14836664,1976-07-26,male,married,employed,28562.77,NBO-002,retail,2024-04-24T00:00:00+00:00,pending,low,{}
EV-CUST-C07932,C07932,Customer 07932,NID17050687,1985-11-22,male,single,unemployed,434228.11,NBO-003,sme,2023-02-03T00:00:00+00:00,verified,low,{}
EV-CUST-C07933,C07933,Customer 07933,NID27911620,1979-09-06,male,divorced,unemployed,23968.32,KSM-020,retail,2019-12-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C07934,C07934,Customer 07934,NID10433390,1991-04-24,male,divorced,employed,33270.41,NBO-002,retail,2023-08-09T00:00:00+00:00,verified,low,{}
EV-CUST-C07935,C07935,Customer 07935,NID34321486,1963-01-25,male,divorced,employed,65167.40,KSM-020,retail,2019-10-25T00:00:00+00:00,verified,low,{}
EV-CUST-C07936,C07936,Customer 07936,NID21840163,1962-01-12,female,divorced,employed,77330.38,KSM-020,retail,2023-01-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C07937,C07937,Customer 07937,NID15590707,1976-07-06,male,single,unemployed,60906.81,NKR-040,retail,2024-02-07T00:00:00+00:00,verified,low,{}
EV-CUST-C07938,C07938,Customer 07938,NID10571286,1984-03-04,male,single,unemployed,1993739.72,NBO-001,corp,2025-04-24T00:00:00+00:00,verified,low,{}
EV-CUST-C07939,C07939,Customer 07939,NID19634330,1968-12-11,male,married,unemployed,701785.13,NBO-003,sme,2021-09-09T00:00:00+00:00,verified,medium,{}
EV-CUST-C07940,C07940,Customer 07940,NID37744206,1971-07-17,male,divorced,unemployed,15393.31,NKR-040,retail,2018-04-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C07941,C07941,Customer 07941,NID33305311,1989-03-23,female,single,unemployed,80961.93,KSM-020,retail,2021-04-27T00:00:00+00:00,verified,low,{}
EV-CUST-C07942,C07942,Customer 07942,NID39302766,1973-02-06,male,divorced,self-employed,328753.05,NKR-040,sme,2020-03-27T00:00:00+00:00,verified,low,{}
EV-CUST-C07943,C07943,Customer 07943,NID27646596,1987-03-09,female,single,unemployed,54264.08,MSA-010,retail,2022-11-25T00:00:00+00:00,verified,low,{}
EV-CUST-C07944,C07944,Customer 07944,NID20491190,1962-02-17,female,married,self-employed,19670.22,NBO-001,retail,2018-12-08T00:00:00+00:00,verified,low,{}
EV-CUST-C07945,C07945,Customer 07945,NID38756235,1994-04-28,female,married,employed,31959.73,MSA-010,retail,2023-03-16T00:00:00+00:00,verified,low,{}
EV-CUST-C07946,C07946,Customer 07946,NID35362002,2003-10-23,female,married,employed,698924.30,NBO-003,sme,2024-08-05T00:00:00+00:00,verified,low,{}
EV-CUST-C07947,C07947,Customer 07947,NID29940404,1976-09-25,male,married,unemployed,45149.01,NBO-002,retail,2025-09-03T00:00:00+00:00,verified,low,{}
EV-CUST-C07948,C07948,Customer 07948,NID16548632,1962-09-05,male,divorced,unemployed,75604.30,NBO-002,retail,2023-02-06T00:00:00+00:00,verified,medium,{}
EV-CUST-C07949,C07949,Customer 07949,NID24967159,1973-11-17,male,single,unemployed,47070.63,NBO-002,retail,2022-08-15T00:00:00+00:00,rejected,low,{}
EV-CUST-C07950,C07950,Customer 07950,NID10005076,1969-09-20,female,married,unemployed,80853.36,ELD-030,retail,2024-07-24T00:00:00+00:00,verified,low,{}
EV-CUST-C07951,C07951,Customer 07951,NID37576767,1989-04-18,female,divorced,self-employed,41671.11,NKR-040,retail,2020-05-01T00:00:00+00:00,verified,low,{}
EV-CUST-C07952,C07952,Customer 07952,NID11349118,1992-10-19,female,divorced,self-employed,699533.77,ELD-030,sme,2023-11-11T00:00:00+00:00,rejected,low,{}
EV-CUST-C07953,C07953,Customer 07953,NID13882494,1963-07-21,male,married,self-employed,320573.58,KSM-020,sme,2025-10-27T00:00:00+00:00,verified,high,{}
EV-CUST-C07954,C07954,Customer 07954,NID38340930,1995-08-07,female,single,self-employed,531644.88,NBO-002,sme,2020-02-23T00:00:00+00:00,verified,low,{}
EV-CUST-C07955,C07955,Customer 07955,NID36052781,1974-06-12,male,single,self-employed,82463.90,NBO-002,retail,2025-02-09T00:00:00+00:00,verified,medium,{}
EV-CUST-C07956,C07956,Customer 07956,NID33251002,1976-07-13,female,divorced,business-owner,607954.51,NBO-003,sme,2024-01-10T00:00:00+00:00,verified,low,{}
EV-CUST-C07957,C07957,Customer 07957,NID35014959,1974-06-15,male,married,business-owner,81705.06,NBO-001,retail,2022-08-25T00:00:00+00:00,verified,low,{}
EV-CUST-C07958,C07958,Customer 07958,NID17653714,1976-02-28,male,married,business-owner,79804.82,ELD-030,retail,2021-05-12T00:00:00+00:00,verified,medium,{}
EV-CUST-C07959,C07959,Customer 07959,NID38987996,1987-07-23,male,married,self-employed,78765.50,NKR-040,retail,2023-08-25T00:00:00+00:00,verified,medium,{}
EV-CUST-C07960,C07960,Customer 07960,NID37246755,1994-06-19,female,married,employed,73931.59,KSM-020,retail,2024-03-22T00:00:00+00:00,verified,low,{}
EV-CUST-C07961,C07961,Customer 07961,NID26850357,1992-01-01,male,married,employed,74647.93,KSM-020,retail,2022-06-19T00:00:00+00:00,verified,medium,{}
EV-CUST-C07962,C07962,Customer 07962,NID20856997,1977-04-05,male,married,business-owner,45820.88,ELD-030,retail,2018-08-14T00:00:00+00:00,verified,high,{}
EV-CUST-C07963,C07963,Customer 07963,NID28031012,1977-10-18,female,single,unemployed,50112.42,MSA-010,retail,2023-05-24T00:00:00+00:00,verified,medium,{}
EV-CUST-C07964,C07964,Customer 07964,NID36918879,1977-11-19,male,married,business-owner,87283.83,KSM-020,retail,2022-11-12T00:00:00+00:00,verified,medium,{}
EV-CUST-C07965,C07965,Customer 07965,NID37088736,1962-07-03,female,single,self-employed,64831.20,MSA-010,retail,2023-11-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C07966,C07966,Customer 07966,NID10645724,1993-02-02,female,divorced,self-employed,56328.67,NBO-003,retail,2025-10-03T00:00:00+00:00,verified,low,{}
EV-CUST-C07967,C07967,Customer 07967,NID30462566,1971-03-12,female,single,self-employed,71281.84,NKR-040,retail,2024-07-06T00:00:00+00:00,verified,low,{}
EV-CUST-C07968,C07968,Customer 07968,NID26449396,1965-04-06,male,married,business-owner,15509.67,MSA-010,retail,2025-01-17T00:00:00+00:00,verified,low,{}
EV-CUST-C07969,C07969,Customer 07969,NID25967596,1967-06-17,male,single,self-employed,53578.31,NBO-002,retail,2020-06-02T00:00:00+00:00,verified,medium,{}
EV-CUST-C07970,C07970,Customer 07970,NID22884424,1968-04-28,female,divorced,self-employed,49649.33,NBO-001,retail,2023-08-19T00:00:00+00:00,verified,low,{}
EV-CUST-C07971,C07971,Customer 07971,NID11261694,1990-06-21,male,married,employed,823462.49,NBO-002,corp,2025-12-09T00:00:00+00:00,verified,low,{}
EV-CUST-C07972,C07972,Customer 07972,NID22733887,1962-03-11,female,single,unemployed,47821.77,ELD-030,retail,2024-03-07T00:00:00+00:00,verified,low,{}
EV-CUST-C07973,C07973,Customer 07973,NID37315524,1983-08-10,female,married,unemployed,421621.21,NBO-001,sme,2025-01-25T00:00:00+00:00,verified,low,{}
EV-CUST-C07974,C07974,Customer 07974,NID24613804,1965-11-06,male,single,unemployed,248020.70,NKR-040,sme,2025-12-15T00:00:00+00:00,verified,low,{}
EV-CUST-C07975,C07975,Customer 07975,NID21491641,1972-11-22,female,divorced,employed,56867.60,NKR-040,retail,2023-09-14T00:00:00+00:00,verified,medium,{}
EV-CUST-C07976,C07976,Customer 07976,NID18350213,1980-12-11,female,divorced,self-employed,83788.52,NKR-040,retail,2018-06-14T00:00:00+00:00,verified,low,{}
EV-CUST-C07977,C07977,Customer 07977,NID16718324,1978-02-03,female,single,business-owner,31655.40,NKR-040,retail,2018-11-15T00:00:00+00:00,pending,medium,{}
EV-CUST-C07978,C07978,Customer 07978,NID28259215,1991-02-28,female,single,employed,601363.08,NKR-040,sme,2021-10-07T00:00:00+00:00,verified,medium,{}
EV-CUST-C07979,C07979,Customer 07979,NID15490615,1982-10-05,male,divorced,employed,71060.84,MSA-010,retail,2020-09-04T00:00:00+00:00,verified,medium,{}
EV-CUST-C07980,C07980,Customer 07980,NID29321419,1973-03-19,female,married,employed,64724.61,ELD-030,retail,2022-11-04T00:00:00+00:00,verified,low,{}
EV-CUST-C07981,C07981,Customer 07981,NID22117044,1966-06-23,male,married,employed,23154.78,NBO-001,retail,2025-12-16T00:00:00+00:00,verified,low,{}
EV-CUST-C07982,C07982,Customer 07982,NID16645877,1970-07-20,female,married,unemployed,31399.03,ELD-030,retail,2020-03-24T00:00:00+00:00,verified,low,{}
EV-CUST-C07983,C07983,Customer 07983,NID27007022,1990-09-14,male,divorced,self-employed,24302.54,NKR-040,retail,2018-09-22T00:00:00+00:00,verified,low,{}
EV-CUST-C07984,C07984,Customer 07984,NID34883941,1970-04-17,male,divorced,business-owner,41516.25,NKR-040,retail,2020-05-03T00:00:00+00:00,verified,low,{}
EV-CUST-C07985,C07985,Customer 07985,NID34261728,1969-07-14,male,divorced,unemployed,84983.10,NKR-040,retail,2019-09-10T00:00:00+00:00,verified,medium,{}
EV-CUST-C07986,C07986,Customer 07986,NID26434097,1972-08-03,female,single,self-employed,51985.59,NBO-003,retail,2019-07-03T00:00:00+00:00,verified,low,{}
EV-CUST-C07987,C07987,Customer 07987,NID19495818,1993-08-17,male,divorced,unemployed,16343.71,NKR-040,retail,2018-04-06T00:00:00+00:00,verified,low,{}
EV-CUST-C07988,C07988,Customer 07988,NID39731621,1991-06-10,male,divorced,employed,86469.04,NBO-003,retail,2018-01-28T00:00:00+00:00,verified,medium,{}
EV-CUST-C07989,C07989,Customer 07989,NID23080937,1994-09-14,male,married,self-employed,86612.59,NBO-002,retail,2018-02-27T00:00:00+00:00,verified,medium,{}
EV-CUST-C07990,C07990,Customer 07990,NID37904692,1994-10-24,male,divorced,employed,434427.52,ELD-030,sme,2023-03-24T00:00:00+00:00,verified,medium,{}
EV-CUST-C07991,C07991,Customer 07991,NID28446335,2001-01-26,female,single,employed,88693.37,NKR-040,retail,2019-12-26T00:00:00+00:00,verified,low,{}
EV-CUST-C07992,C07992,Customer 07992,NID27564835,1985-02-18,male,divorced,employed,63738.60,NBO-001,retail,2019-09-06T00:00:00+00:00,verified,low,{}
EV-CUST-C07993,C07993,Customer 07993,NID20758618,2000-11-03,female,married,employed,70439.24,NBO-002,retail,2018-11-08T00:00:00+00:00,verified,low,{}
EV-CUST-C07994,C07994,Customer 07994,NID12519315,1988-01-16,male,divorced,unemployed,555566.72,ELD-030,sme,2021-04-01T00:00:00+00:00,verified,medium,{}
EV-CUST-C07995,C07995,Customer 07995,NID31213936,1962-04-03,female,divorced,employed,23276.04,KSM-020,retail,2024-04-01T00:00:00+00:00,verified,low,{}
EV-CUST-C07996,C07996,Customer 07996,NID28866447,2000-04-13,female,married,self-employed,570364.95,NBO-003,sme,2022-11-11T00:00:00+00:00,verified,low,{}
EV-CUST-C07997,C07997,Customer 07997,NID15224454,1986-11-04,male,single,self-employed,39415.81,MSA-010,retail,2021-02-19T00:00:00+00:00,verified,low,{}
EV-CUST-C07998,C07998,Customer 07998,NID24578252,1976-11-01,male,married,unemployed,86604.53,NBO-001,retail,2019-03-08T00:00:00+00:00,verified,low,{}
EV-CUST-C07999,C07999,Customer 07999,NID26807794,2003-01-25,female,single,business-owner,65590.15,MSA-010,retail,2023-11-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C08000,C08000,Customer 08000,NID21389433,1973-05-03,male,single,business-owner,22566.68,ELD-030,retail,2023-08-16T00:00:00+00:00,verified,medium,{}
EV-CUST-C08001,C08001,Customer 08001,NID38725861,1986-10-28,female,married,employed,24256.97,NBO-002,retail,2021-01-27T00:00:00+00:00,verified,low,{}
EV-CUST-C08002,C08002,Customer 08002,NID19841824,1962-10-25,female,divorced,self-employed,62297.02,MSA-010,retail,2020-05-27T00:00:00+00:00,verified,low,{}
EV-CUST-C08003,C08003,Customer 08003,NID20811897,1965-06-12,male,married,unemployed,18195.56,ELD-030,retail,2018-01-22T00:00:00+00:00,verified,low,{}
EV-CUST-C08004,C08004,Customer 08004,NID10827800,1987-08-16,male,divorced,unemployed,22784.13,NBO-003,retail,2020-12-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C08005,C08005,Customer 08005,NID17495190,1989-03-23,female,single,business-owner,22309.04,ELD-030,retail,2024-10-04T00:00:00+00:00,verified,low,{}
EV-CUST-C08006,C08006,Customer 08006,NID17147284,1985-08-20,male,single,unemployed,30979.75,MSA-010,retail,2022-07-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C08007,C08007,Customer 08007,NID17763338,1994-05-13,male,divorced,self-employed,1937797.68,NKR-040,corp,2024-02-27T00:00:00+00:00,verified,low,{}
EV-CUST-C08008,C08008,Customer 08008,NID19402489,1972-12-16,male,divorced,business-owner,65789.70,ELD-030,retail,2023-03-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C08009,C08009,Customer 08009,NID18153927,1964-07-03,female,single,self-employed,255910.76,KSM-020,sme,2024-07-25T00:00:00+00:00,verified,low,{}
EV-CUST-C08010,C08010,Customer 08010,NID34974250,1964-09-09,female,married,self-employed,38899.28,NBO-002,retail,2019-04-05T00:00:00+00:00,verified,medium,{}
EV-CUST-C08011,C08011,Customer 08011,NID19634417,1995-11-19,female,single,unemployed,30582.17,NKR-040,retail,2020-07-12T00:00:00+00:00,verified,low,{}
EV-CUST-C08012,C08012,Customer 08012,NID17815984,1971-01-22,male,single,self-employed,74165.38,NBO-002,retail,2021-02-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C08013,C08013,Customer 08013,NID17804434,1997-02-26,male,married,employed,43855.71,ELD-030,retail,2021-05-22T00:00:00+00:00,verified,low,{}
EV-CUST-C08014,C08014,Customer 08014,NID12533936,1975-03-12,female,single,unemployed,55131.28,NKR-040,retail,2023-01-04T00:00:00+00:00,verified,low,{}
EV-CUST-C08015,C08015,Customer 08015,NID34785482,1972-01-16,female,single,employed,25244.62,NBO-002,retail,2025-11-23T00:00:00+00:00,verified,low,{}
EV-CUST-C08016,C08016,Customer 08016,NID11451722,1965-11-09,female,married,unemployed,32479.25,NKR-040,retail,2018-07-26T00:00:00+00:00,verified,low,{}
EV-CUST-C08017,C08017,Customer 08017,NID31426333,1990-01-12,male,divorced,employed,291026.95,NBO-003,sme,2021-07-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C08018,C08018,Customer 08018,NID14858327,1972-05-20,male,married,business-owner,69568.89,ELD-030,retail,2018-08-23T00:00:00+00:00,verified,low,{}
EV-CUST-C08019,C08019,Customer 08019,NID30941953,1986-02-11,female,single,self-employed,18340.32,NBO-002,retail,2021-04-24T00:00:00+00:00,verified,high,{}
EV-CUST-C08020,C08020,Customer 08020,NID14657660,1991-11-04,male,single,self-employed,30256.51,NKR-040,retail,2018-03-23T00:00:00+00:00,verified,low,{}
EV-CUST-C08021,C08021,Customer 08021,NID10321619,1987-01-28,female,single,unemployed,16420.51,NBO-003,retail,2021-01-26T00:00:00+00:00,verified,high,{}
EV-CUST-C08022,C08022,Customer 08022,NID32882532,1999-03-09,male,divorced,business-owner,27690.23,NKR-040,retail,2020-11-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C08023,C08023,Customer 08023,NID10871268,2003-09-20,female,divorced,self-employed,84391.97,ELD-030,retail,2022-05-06T00:00:00+00:00,verified,low,{}
EV-CUST-C08024,C08024,Customer 08024,NID21147810,1972-01-12,male,married,unemployed,22792.58,NBO-002,retail,2024-08-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C08025,C08025,Customer 08025,NID24708292,1977-05-06,female,divorced,business-owner,57675.70,KSM-020,retail,2020-01-20T00:00:00+00:00,verified,low,{}
EV-CUST-C08026,C08026,Customer 08026,NID11416161,1964-08-23,male,divorced,business-owner,290418.37,ELD-030,sme,2019-09-24T00:00:00+00:00,rejected,high,{}
EV-CUST-C08027,C08027,Customer 08027,NID30582688,1983-05-13,male,married,employed,47226.33,NBO-002,retail,2023-04-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C08028,C08028,Customer 08028,NID25022566,1960-03-12,male,married,self-employed,66634.82,MSA-010,retail,2019-02-23T00:00:00+00:00,verified,low,{}
EV-CUST-C08029,C08029,Customer 08029,NID38734857,1979-10-26,female,married,business-owner,226289.58,NBO-003,sme,2020-01-23T00:00:00+00:00,verified,low,{}
EV-CUST-C08030,C08030,Customer 08030,NID36538457,1962-11-22,male,divorced,unemployed,57043.75,ELD-030,retail,2025-06-09T00:00:00+00:00,verified,high,{}
EV-CUST-C08031,C08031,Customer 08031,NID28141826,1991-09-07,male,single,self-employed,29766.02,MSA-010,retail,2020-02-19T00:00:00+00:00,verified,medium,{}
EV-CUST-C08032,C08032,Customer 08032,NID39315386,1975-04-25,male,single,unemployed,633754.56,KSM-020,sme,2021-08-04T00:00:00+00:00,verified,low,{}
EV-CUST-C08033,C08033,Customer 08033,NID11522790,1970-06-22,female,divorced,employed,27541.40,NBO-001,retail,2021-11-26T00:00:00+00:00,verified,medium,{}
EV-CUST-C08034,C08034,Customer 08034,NID32514967,1983-09-23,female,single,unemployed,344689.04,NBO-003,sme,2020-04-01T00:00:00+00:00,verified,high,{}
EV-CUST-C08035,C08035,Customer 08035,NID19717063,1983-10-09,male,single,unemployed,50896.95,NBO-001,retail,2025-03-03T00:00:00+00:00,verified,medium,{}
EV-CUST-C08036,C08036,Customer 08036,NID14510764,1982-11-22,female,married,business-owner,57425.47,KSM-020,retail,2025-11-27T00:00:00+00:00,verified,high,{}
EV-CUST-C08037,C08037,Customer 08037,NID27450141,1988-02-28,male,divorced,business-owner,406285.60,NKR-040,sme,2024-09-11T00:00:00+00:00,verified,medium,{}
EV-CUST-C08038,C08038,Customer 08038,NID12703107,1969-09-13,male,married,self-employed,23247.42,ELD-030,retail,2022-06-12T00:00:00+00:00,verified,low,{}
EV-CUST-C08039,C08039,Customer 08039,NID12360507,1965-12-24,male,married,self-employed,268803.82,NBO-001,sme,2019-11-16T00:00:00+00:00,verified,high,{}
EV-CUST-C08040,C08040,Customer 08040,NID19097373,1966-11-08,female,married,self-employed,37592.22,NBO-001,retail,2019-08-04T00:00:00+00:00,verified,medium,{}
EV-CUST-C08041,C08041,Customer 08041,NID24805163,1976-06-17,male,divorced,unemployed,259672.42,NBO-002,sme,2020-03-28T00:00:00+00:00,verified,high,{}
EV-CUST-C08042,C08042,Customer 08042,NID11705927,1969-03-05,female,married,unemployed,51797.37,NBO-002,retail,2018-04-20T00:00:00+00:00,rejected,low,{}
EV-CUST-C08043,C08043,Customer 08043,NID12019817,1966-08-27,male,married,employed,38166.08,NBO-003,retail,2020-03-18T00:00:00+00:00,verified,low,{}
EV-CUST-C08044,C08044,Customer 08044,NID37882103,1980-12-15,female,single,unemployed,49386.63,KSM-020,retail,2022-01-20T00:00:00+00:00,verified,medium,{}
EV-CUST-C08045,C08045,Customer 08045,NID14289311,1987-05-08,male,married,self-employed,42953.48,NBO-003,retail,2022-07-18T00:00:00+00:00,verified,low,{}
EV-CUST-C08046,C08046,Customer 08046,NID38056613,1987-09-09,female,single,employed,78411.84,NKR-040,retail,2023-07-26T00:00:00+00:00,verified,low,{}
EV-CUST-C08047,C08047,Customer 08047,NID27268263,1965-04-21,male,married,employed,56715.43,NBO-003,retail,2021-08-01T00:00:00+00:00,verified,low,{}
EV-CUST-C08048,C08048,Customer 08048,NID36646690,1974-07-07,female,divorced,self-employed,65404.56,NBO-001,retail,2020-12-22T00:00:00+00:00,verified,low,{}
EV-CUST-C08049,C08049,Customer 08049,NID26080692,1962-02-24,female,single,business-owner,53993.08,NKR-040,retail,2024-11-11T00:00:00+00:00,verified,low,{}
EV-CUST-C08050,C08050,Customer 08050,NID19620990,1964-11-08,male,married,employed,496173.51,MSA-010,sme,2022-02-14T00:00:00+00:00,verified,high,{}
EV-CUST-C08051,C08051,Customer 08051,NID28339384,1972-11-06,male,married,business-owner,20400.24,ELD-030,retail,2022-05-07T00:00:00+00:00,verified,medium,{}
EV-CUST-C08052,C08052,Customer 08052,NID33181218,1990-05-18,male,single,employed,32422.49,NBO-003,retail,2020-08-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C08053,C08053,Customer 08053,NID33124972,1969-03-11,female,married,business-owner,81487.89,NBO-001,retail,2018-08-17T00:00:00+00:00,verified,low,{}
EV-CUST-C08054,C08054,Customer 08054,NID15154201,1986-07-27,female,married,business-owner,392197.07,NBO-002,sme,2021-05-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C08055,C08055,Customer 08055,NID10585319,1981-03-17,male,married,unemployed,71577.93,KSM-020,retail,2025-04-25T00:00:00+00:00,verified,low,{}
EV-CUST-C08056,C08056,Customer 08056,NID12276942,2002-12-05,female,single,employed,76800.80,NBO-002,retail,2018-10-08T00:00:00+00:00,verified,high,{}
EV-CUST-C08057,C08057,Customer 08057,NID11219465,1996-03-05,male,single,employed,470329.02,KSM-020,sme,2020-04-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C08058,C08058,Customer 08058,NID26630795,1983-05-05,female,single,unemployed,88839.08,ELD-030,retail,2019-05-13T00:00:00+00:00,verified,low,{}
EV-CUST-C08059,C08059,Customer 08059,NID19578150,1999-04-18,male,single,unemployed,87722.78,ELD-030,retail,2022-03-13T00:00:00+00:00,verified,low,{}
EV-CUST-C08060,C08060,Customer 08060,NID35522648,1990-06-06,male,married,self-employed,84107.17,ELD-030,retail,2023-07-24T00:00:00+00:00,verified,low,{}
EV-CUST-C08061,C08061,Customer 08061,NID33211614,1961-07-06,male,divorced,unemployed,717484.42,MSA-010,sme,2019-04-23T00:00:00+00:00,verified,high,{}
EV-CUST-C08062,C08062,Customer 08062,NID34608251,1979-08-23,male,married,self-employed,32409.27,NKR-040,retail,2018-02-22T00:00:00+00:00,verified,low,{}
EV-CUST-C08063,C08063,Customer 08063,NID29972248,1986-05-06,male,divorced,employed,451540.42,ELD-030,sme,2024-05-25T00:00:00+00:00,verified,high,{}
EV-CUST-C08064,C08064,Customer 08064,NID17709477,2003-08-11,female,married,self-employed,68931.15,ELD-030,retail,2021-12-24T00:00:00+00:00,verified,low,{}
EV-CUST-C08065,C08065,Customer 08065,NID11576933,1960-09-26,female,divorced,business-owner,80196.73,NBO-003,retail,2022-12-09T00:00:00+00:00,verified,low,{}
EV-CUST-C08066,C08066,Customer 08066,NID22325147,1975-11-18,male,single,employed,66541.39,MSA-010,retail,2023-09-26T00:00:00+00:00,verified,low,{}
